cbsa_code,cbsa,date,year,active,population,state,census_region,activity
15180,"Brownsville-Harlingen, TX",2022-01-01,2022,6586,423029,Texas,West South Central,1.556867259691416
15180,"Brownsville-Harlingen, TX",2022-02-01,2022,6634,423029,Texas,West South Central,1.5682139995130358
15180,"Brownsville-Harlingen, TX",2022-03-01,2022,6723,423029,Texas,West South Central,1.5892527462656225
15180,"Brownsville-Harlingen, TX",2022-04-01,2022,6731,423029,Texas,West South Central,1.5911438695692257
15180,"Brownsville-Harlingen, TX",2022-05-01,2022,6698,423029,Texas,West South Central,1.5833429859418622
15180,"Brownsville-Harlingen, TX",2022-06-01,2022,6728,423029,Texas,West South Central,1.5904346983303743
15180,"Brownsville-Harlingen, TX",2022-07-01,2022,6886,423029,Texas,West South Central,1.6277843835765398
15180,"Brownsville-Harlingen, TX",2022-08-01,2022,6831,423029,Texas,West South Central,1.614782910864267
15180,"Brownsville-Harlingen, TX",2022-09-01,2022,6851,423029,Texas,West South Central,1.6195107191232752
15180,"Brownsville-Harlingen, TX",2022-10-01,2022,6875,423029,Texas,West South Central,1.625184089034085
15220,"Brownwood, TX",2019-08-01,2019,575,452067,Texas,West South Central,0.12719353547151196
15220,"Brownwood, TX",2019-09-01,2019,599,452067,Texas,West South Central,0.13250248303901857
15220,"Brownwood, TX",2019-10-01,2019,623,452067,Texas,West South Central,0.13781143060652515
15220,"Brownwood, TX",2019-11-01,2019,628,452067,Texas,West South Central,0.1389174613497557
15220,"Brownwood, TX",2019-12-01,2019,627,452067,Texas,West South Central,0.13869625520110956
15220,"Brownwood, TX",2020-01-01,2020,638,523320,Texas,West South Central,0.12191393411297104
15220,"Brownwood, TX",2020-02-01,2020,616,523320,Texas,West South Central,0.1177100053504548
15220,"Brownwood, TX",2020-03-01,2020,621,523320,Texas,West South Central,0.11866544370557211
15220,"Brownwood, TX",2020-04-01,2020,621,523320,Texas,West South Central,0.11866544370557211
15220,"Brownwood, TX",2020-05-01,2020,616,523320,Texas,West South Central,0.1177100053504548
15220,"Brownwood, TX",2020-06-01,2020,620,523320,Texas,West South Central,0.11847435603454864
15220,"Brownwood, TX",2020-07-01,2020,617,523320,Texas,West South Central,0.11790109302147825
15220,"Brownwood, TX",2020-08-01,2020,621,523320,Texas,West South Central,0.11866544370557211
15220,"Brownwood, TX",2020-09-01,2020,617,523320,Texas,West South Central,0.11790109302147825
15220,"Brownwood, TX",2020-10-01,2020,615,523320,Texas,West South Central,0.11751891767943132
15220,"Brownwood, TX",2020-11-01,2020,609,523320,Texas,West South Central,0.11637239165329052
15220,"Brownwood, TX",2020-12-01,2020,615,523320,Texas,West South Central,0.11751891767943132
15220,"Brownwood, TX",2021-01-01,2021,612,588670,Texas,West South Central,0.10396317121647103
15220,"Brownwood, TX",2021-02-01,2021,627,588670,Texas,West South Central,0.10651128815805119
15220,"Brownwood, TX",2021-03-01,2021,640,588670,Texas,West South Central,0.10871965617408735
15220,"Brownwood, TX",2021-04-01,2021,646,588670,Texas,West South Central,0.10973890295071942
15220,"Brownwood, TX",2021-05-01,2021,642,588670,Texas,West South Central,0.10905940509963138
15220,"Brownwood, TX",2021-06-01,2021,636,588670,Texas,West South Central,0.1080401583229993
15220,"Brownwood, TX",2021-07-01,2021,639,588670,Texas,West South Central,0.10854978171131534
15220,"Brownwood, TX",2021-08-01,2021,633,588670,Texas,West South Central,0.10753053493468326
15220,"Brownwood, TX",2021-09-01,2021,627,588670,Texas,West South Central,0.10651128815805119
15220,"Brownwood, TX",2021-10-01,2021,618,588670,Texas,West South Central,0.1049824179931031
15220,"Brownwood, TX",2021-11-01,2021,622,588670,Texas,West South Central,0.10566191584419114
15220,"Brownwood, TX",2021-12-01,2021,624,588670,Texas,West South Central,0.10600166476973517
15220,"Brownwood, TX",2022-01-01,2022,627,588670,Texas,West South Central,0.10651128815805119
15220,"Brownwood, TX",2022-02-01,2022,633,588670,Texas,West South Central,0.10753053493468326
15220,"Brownwood, TX",2022-03-01,2022,635,588670,Texas,West South Central,0.10787028386022729
15220,"Brownwood, TX",2022-04-01,2022,632,588670,Texas,West South Central,0.10736066047191126
15220,"Brownwood, TX",2022-05-01,2022,627,588670,Texas,West South Central,0.10651128815805119
15220,"Brownwood, TX",2022-06-01,2022,618,588670,Texas,West South Central,0.1049824179931031
15220,"Brownwood, TX",2022-07-01,2022,641,588670,Texas,West South Central,0.10888953063685936
15220,"Brownwood, TX",2022-08-01,2022,634,588670,Texas,West South Central,0.10770040939745529
15220,"Brownwood, TX",2022-09-01,2022,633,588670,Texas,West South Central,0.10753053493468326
15220,"Brownwood, TX",2022-10-01,2022,646,588670,Texas,West South Central,0.10973890295071942
15260,"Brunswick, GA",2019-08-01,2019,5182,113629,Georgia,South Atlantic,4.560455517517535
15260,"Brunswick, GA",2019-09-01,2019,5155,113629,Georgia,South Atlantic,4.53669397776976
15260,"Brunswick, GA",2019-10-01,2019,5216,113629,Georgia,South Atlantic,4.590377456459178
15260,"Brunswick, GA",2019-11-01,2019,5247,113629,Georgia,South Atlantic,4.617659224317736
15260,"Brunswick, GA",2019-12-01,2019,5230,113629,Georgia,South Atlantic,4.6026982548469135
15260,"Brunswick, GA",2020-01-01,2020,5211,113492,Georgia,South Atlantic,4.591513058189124
15260,"Brunswick, GA",2020-02-01,2020,5142,113492,Georgia,South Atlantic,4.53071582137948
15260,"Brunswick, GA",2020-03-01,2020,5116,113492,Georgia,South Atlantic,4.507806717654108
15260,"Brunswick, GA",2020-04-01,2020,5226,113492,Georgia,South Atlantic,4.6047298487999155
15260,"Brunswick, GA",2020-05-01,2020,4789,113492,Georgia,South Atlantic,4.219680682338843
15260,"Brunswick, GA",2020-06-01,2020,4817,113492,Georgia,South Atlantic,4.244352024812321
15260,"Brunswick, GA",2020-07-01,2020,4834,113492,Georgia,South Atlantic,4.259331054171219
15260,"Brunswick, GA",2020-08-01,2020,4875,113492,Georgia,South Atlantic,4.295456948507384
15260,"Brunswick, GA",2020-09-01,2020,4895,113492,Georgia,South Atlantic,4.313079335988439
15260,"Brunswick, GA",2020-10-01,2020,4906,113492,Georgia,South Atlantic,4.322771649103021
15260,"Brunswick, GA",2020-11-01,2020,4894,113492,Georgia,South Atlantic,4.312198216614387
15260,"Brunswick, GA",2020-12-01,2020,4870,113492,Georgia,South Atlantic,4.29105135163712
15260,"Brunswick, GA",2021-01-01,2021,4895,113963,Georgia,South Atlantic,4.2952537226994725
15260,"Brunswick, GA",2021-02-01,2021,4434,113963,Georgia,South Atlantic,3.8907364670989706
15260,"Brunswick, GA",2021-03-01,2021,4474,113963,Georgia,South Atlantic,3.9258355782139818
15260,"Brunswick, GA",2021-04-01,2021,4506,113963,Georgia,South Atlantic,3.9539148671059907
15260,"Brunswick, GA",2021-05-01,2021,4536,113963,Georgia,South Atlantic,3.980239200442249
15260,"Brunswick, GA",2021-06-01,2021,4658,113963,Georgia,South Atlantic,4.087291489343032
15260,"Brunswick, GA",2021-07-01,2021,4759,113963,Georgia,South Atlantic,4.175916744908435
15260,"Brunswick, GA",2021-08-01,2021,4797,113963,Georgia,South Atlantic,4.2092609004676955
15260,"Brunswick, GA",2021-09-01,2021,4839,113963,Georgia,South Atlantic,4.246114967138457
15260,"Brunswick, GA",2021-10-01,2021,4868,113963,Georgia,South Atlantic,4.27156182269684
15260,"Brunswick, GA",2021-11-01,2021,4909,113963,Georgia,South Atlantic,4.307538411589727
15260,"Brunswick, GA",2021-12-01,2021,5116,113963,Georgia,South Atlantic,4.489176311609908
15260,"Brunswick, GA",2022-01-01,2022,5105,113963,Georgia,South Atlantic,4.479524056053281
15260,"Brunswick, GA",2022-02-01,2022,5104,113963,Georgia,South Atlantic,4.478646578275406
15260,"Brunswick, GA",2022-03-01,2022,5116,113963,Georgia,South Atlantic,4.489176311609908
15260,"Brunswick, GA",2022-04-01,2022,5142,113963,Georgia,South Atlantic,4.511990733834666
15260,"Brunswick, GA",2022-05-01,2022,5104,113963,Georgia,South Atlantic,4.478646578275406
15260,"Brunswick, GA",2022-06-01,2022,5089,113963,Georgia,South Atlantic,4.465484411607276
15260,"Brunswick, GA",2022-07-01,2022,5191,113963,Georgia,South Atlantic,4.554987144950554
15260,"Brunswick, GA",2022-08-01,2022,5153,113963,Georgia,South Atlantic,4.521642989391294
15260,"Brunswick, GA",2022-09-01,2022,5189,113963,Georgia,South Atlantic,4.553232189394803
15260,"Brunswick, GA",2022-10-01,2022,5213,113963,Georgia,South Atlantic,4.57429165606381
15340,"Bucyrus-Galion, OH",2019-08-01,2019,670,446382,Ohio,East North Central,0.15009565797904037
15340,"Bucyrus-Galion, OH",2019-09-01,2019,656,446382,Ohio,East North Central,0.1469593307973888
15340,"Bucyrus-Galion, OH",2019-10-01,2019,659,446382,Ohio,East North Central,0.1476314009077427
15340,"Bucyrus-Galion, OH",2019-11-01,2019,656,446382,Ohio,East North Central,0.1469593307973888
15340,"Bucyrus-Galion, OH",2019-12-01,2019,651,446382,Ohio,East North Central,0.1458392139467989
15340,"Bucyrus-Galion, OH",2020-01-01,2020,647,521087,Ohio,East North Central,0.12416352739561724
15340,"Bucyrus-Galion, OH",2020-02-01,2020,634,521087,Ohio,East North Central,0.12166874245567438
15340,"Bucyrus-Galion, OH",2020-03-01,2020,629,521087,Ohio,East North Central,0.1207092097864656
15340,"Bucyrus-Galion, OH",2020-04-01,2020,639,521087,Ohio,East North Central,0.12262827512488318
15340,"Bucyrus-Galion, OH",2020-05-01,2020,630,521087,Ohio,East North Central,0.12090111632030735
15340,"Bucyrus-Galion, OH",2020-06-01,2020,624,521087,Ohio,East North Central,0.1197496771172568
15340,"Bucyrus-Galion, OH",2020-07-01,2020,629,521087,Ohio,East North Central,0.1207092097864656
15340,"Bucyrus-Galion, OH",2020-08-01,2020,630,521087,Ohio,East North Central,0.12090111632030735
15340,"Bucyrus-Galion, OH",2020-09-01,2020,632,521087,Ohio,East North Central,0.12128492938799088
15340,"Bucyrus-Galion, OH",2020-10-01,2020,628,521087,Ohio,East North Central,0.12051730325262383
15340,"Bucyrus-Galion, OH",2020-11-01,2020,638,521087,Ohio,East North Central,0.12243636859104141
15340,"Bucyrus-Galion, OH",2020-12-01,2020,632,521087,Ohio,East North Central,0.12128492938799088
15340,"Bucyrus-Galion, OH",2021-01-01,2021,628,585113,Ohio,East North Central,0.10732969528962782
15340,"Bucyrus-Galion, OH",2021-02-01,2021,636,585113,Ohio,East North Central,0.10869695255446384
15340,"Bucyrus-Galion, OH",2021-03-01,2021,638,585113,Ohio,East North Central,0.10903876687067283
15340,"Bucyrus-Galion, OH",2021-04-01,2021,643,585113,Ohio,East North Central,0.10989330266119536
15340,"Bucyrus-Galion, OH",2021-05-01,2021,640,585113,Ohio,East North Central,0.10938058118688185
15340,"Bucyrus-Galion, OH",2021-06-01,2021,642,585113,Ohio,East North Central,0.10972239550309086
15340,"Bucyrus-Galion, OH",2021-07-01,2021,652,585113,Ohio,East North Central,0.1114314670841359
15340,"Bucyrus-Galion, OH",2021-08-01,2021,661,585113,Ohio,East North Central,0.11296963150707641
15340,"Bucyrus-Galion, OH",2021-09-01,2021,624,585113,Ohio,East North Central,0.10664606665720981
15340,"Bucyrus-Galion, OH",2021-10-01,2021,627,585113,Ohio,East North Central,0.10715878813152332
15340,"Bucyrus-Galion, OH",2021-11-01,2021,623,585113,Ohio,East North Central,0.1064751594991053
15340,"Bucyrus-Galion, OH",2021-12-01,2021,634,585113,Ohio,East North Central,0.10835513823825482
15340,"Bucyrus-Galion, OH",2022-01-01,2022,637,585113,Ohio,East North Central,0.10886785971256834
15340,"Bucyrus-Galion, OH",2022-02-01,2022,622,585113,Ohio,East North Central,0.1063042523410008
15340,"Bucyrus-Galion, OH",2022-03-01,2022,623,585113,Ohio,East North Central,0.1064751594991053
15340,"Bucyrus-Galion, OH",2022-04-01,2022,624,585113,Ohio,East North Central,0.10664606665720981
15340,"Bucyrus-Galion, OH",2022-05-01,2022,621,585113,Ohio,East North Central,0.1061333451828963
15340,"Bucyrus-Galion, OH",2022-06-01,2022,624,585113,Ohio,East North Central,0.10664606665720981
15340,"Bucyrus-Galion, OH",2022-07-01,2022,635,585113,Ohio,East North Central,0.10852604539635932
15340,"Bucyrus-Galion, OH",2022-08-01,2022,630,585113,Ohio,East North Central,0.10767150960583682
15340,"Bucyrus-Galion, OH",2022-09-01,2022,634,585113,Ohio,East North Central,0.10835513823825482
15340,"Bucyrus-Galion, OH",2022-10-01,2022,637,585113,Ohio,East North Central,0.10886785971256834
15380,"Buffalo-Cheektowaga, NY",2019-08-01,2019,51145,1165340,New York,Middle Atlantic,4.388847889886213
15380,"Buffalo-Cheektowaga, NY",2019-09-01,2019,50706,1165340,New York,Middle Atlantic,4.3511764806837485
15380,"Buffalo-Cheektowaga, NY",2019-10-01,2019,50189,1165340,New York,Middle Atlantic,4.3068117459282265
15380,"Buffalo-Cheektowaga, NY",2019-11-01,2019,50029,1165340,New York,Middle Atlantic,4.293081847357852
15380,"Buffalo-Cheektowaga, NY",2019-12-01,2019,49830,1165340,New York,Middle Atlantic,4.27600528601095
15380,"Buffalo-Cheektowaga, NY",2020-01-01,2020,49740,1165506,New York,Middle Atlantic,4.267674297687013
15380,"Buffalo-Cheektowaga, NY",2020-02-01,2020,49148,1165506,New York,Middle Atlantic,4.216880908377992
15380,"Buffalo-Cheektowaga, NY",2020-03-01,2020,48921,1165506,New York,Middle Atlantic,4.197404389166594
15380,"Buffalo-Cheektowaga, NY",2020-04-01,2020,49245,1165506,New York,Middle Atlantic,4.2252034738559905
15380,"Buffalo-Cheektowaga, NY",2020-05-01,2020,49164,1165506,New York,Middle Atlantic,4.218253702683642
15380,"Buffalo-Cheektowaga, NY",2020-06-01,2020,49287,1165506,New York,Middle Atlantic,4.22880705890832
15380,"Buffalo-Cheektowaga, NY",2020-07-01,2020,49541,1165506,New York,Middle Atlantic,4.250600168510501
15380,"Buffalo-Cheektowaga, NY",2020-08-01,2020,49725,1165506,New York,Middle Atlantic,4.266387303025467
15380,"Buffalo-Cheektowaga, NY",2020-09-01,2020,49721,1165506,New York,Middle Atlantic,4.266044104449055
15380,"Buffalo-Cheektowaga, NY",2020-10-01,2020,49695,1165506,New York,Middle Atlantic,4.263813313702375
15380,"Buffalo-Cheektowaga, NY",2020-11-01,2020,49505,1165506,New York,Middle Atlantic,4.2475113813227905
15380,"Buffalo-Cheektowaga, NY",2020-12-01,2020,49696,1165506,New York,Middle Atlantic,4.263899113346477
15380,"Buffalo-Cheektowaga, NY",2021-01-01,2021,49441,1162336,New York,Middle Atlantic,4.253589323569088
15380,"Buffalo-Cheektowaga, NY",2021-02-01,2021,47766,1162336,New York,Middle Atlantic,4.109482972221457
15380,"Buffalo-Cheektowaga, NY",2021-03-01,2021,47936,1162336,New York,Middle Atlantic,4.124108691462709
15380,"Buffalo-Cheektowaga, NY",2021-04-01,2021,48392,1162336,New York,Middle Atlantic,4.163340032486303
15380,"Buffalo-Cheektowaga, NY",2021-05-01,2021,48170,1162336,New York,Middle Atlantic,4.14424056383008
15380,"Buffalo-Cheektowaga, NY",2021-06-01,2021,48074,1162336,New York,Middle Atlantic,4.135981334140902
15380,"Buffalo-Cheektowaga, NY",2021-07-01,2021,48133,1162336,New York,Middle Atlantic,4.141057319054043
15380,"Buffalo-Cheektowaga, NY",2021-08-01,2021,48314,1162336,New York,Middle Atlantic,4.156629408363846
15380,"Buffalo-Cheektowaga, NY",2021-09-01,2021,48307,1162336,New York,Middle Atlantic,4.156027172865677
15380,"Buffalo-Cheektowaga, NY",2021-10-01,2021,48403,1162336,New York,Middle Atlantic,4.164286402554855
15380,"Buffalo-Cheektowaga, NY",2021-11-01,2021,49027,1162336,New York,Middle Atlantic,4.2179713955345095
15380,"Buffalo-Cheektowaga, NY",2021-12-01,2021,49297,1162336,New York,Middle Atlantic,4.241200479035322
15380,"Buffalo-Cheektowaga, NY",2022-01-01,2022,49432,1162336,New York,Middle Atlantic,4.252815020785728
15380,"Buffalo-Cheektowaga, NY",2022-02-01,2022,49478,1162336,New York,Middle Atlantic,4.256772568345125
15380,"Buffalo-Cheektowaga, NY",2022-03-01,2022,49796,1162336,New York,Middle Atlantic,4.284131266690527
15380,"Buffalo-Cheektowaga, NY",2022-04-01,2022,49752,1162336,New York,Middle Atlantic,4.28034578641632
15380,"Buffalo-Cheektowaga, NY",2022-05-01,2022,49462,1162336,New York,Middle Atlantic,4.255396030063596
15380,"Buffalo-Cheektowaga, NY",2022-06-01,2022,49664,1162336,New York,Middle Atlantic,4.2727748258679075
15380,"Buffalo-Cheektowaga, NY",2022-07-01,2022,50417,1162336,New York,Middle Atlantic,4.337558158742395
15380,"Buffalo-Cheektowaga, NY",2022-08-01,2022,50290,1162336,New York,Middle Atlantic,4.326631886132754
15380,"Buffalo-Cheektowaga, NY",2022-09-01,2022,50350,1162336,New York,Middle Atlantic,4.331793904688489
15380,"Buffalo-Cheektowaga, NY",2022-10-01,2022,50468,1162336,New York,Middle Atlantic,4.34194587451477
15420,"Burley, ID",2019-08-01,2019,813,316269,Idaho,Mountain,0.25705965491401306
15420,"Burley, ID",2019-09-01,2019,847,316269,Idaho,Mountain,0.26780999718593984
15420,"Burley, ID",2019-10-01,2019,847,316269,Idaho,Mountain,0.26780999718593984
15420,"Burley, ID",2019-11-01,2019,844,316269,Idaho,Mountain,0.266861437573711
15420,"Burley, ID",2019-12-01,2019,848,316269,Idaho,Mountain,0.2681261837233494
15420,"Burley, ID",2020-01-01,2020,854,389349,Idaho,Mountain,0.21934048886731441
15420,"Burley, ID",2020-02-01,2020,847,389349,Idaho,Mountain,0.21754261600774627
15420,"Burley, ID",2020-03-01,2020,836,389349,Idaho,Mountain,0.21471738722842487
15420,"Burley, ID",2020-04-01,2020,861,389349,Idaho,Mountain,0.2211383617268826
15420,"Burley, ID",2020-05-01,2020,876,389349,Idaho,Mountain,0.22499094642595718
15420,"Burley, ID",2020-06-01,2020,884,389349,Idaho,Mountain,0.22704565826546363
15420,"Burley, ID",2020-07-01,2020,905,389349,Idaho,Mountain,0.23243927684416807
15420,"Burley, ID",2020-08-01,2020,910,389349,Idaho,Mountain,0.2337234717438596
15420,"Burley, ID",2020-09-01,2020,921,389349,Idaho,Mountain,0.236548700523181
15420,"Burley, ID",2020-10-01,2020,919,389349,Idaho,Mountain,0.23603502256330436
15420,"Burley, ID",2020-11-01,2020,908,389349,Idaho,Mountain,0.23320979378398302
15420,"Burley, ID",2020-12-01,2020,910,389349,Idaho,Mountain,0.2337234717438596
15420,"Burley, ID",2021-01-01,2021,895,471506,Idaho,Mountain,0.18981730879352543
15420,"Burley, ID",2021-02-01,2021,876,471506,Idaho,Mountain,0.18578766760126064
15420,"Burley, ID",2021-03-01,2021,866,471506,Idaho,Mountain,0.18366680381585812
15420,"Burley, ID",2021-04-01,2021,861,471506,Idaho,Mountain,0.18260637192315685
15420,"Burley, ID",2021-05-01,2021,851,471506,Idaho,Mountain,0.18048550813775435
15420,"Burley, ID",2021-06-01,2021,835,471506,Idaho,Mountain,0.1770921260811103
15420,"Burley, ID",2021-07-01,2021,822,471506,Idaho,Mountain,0.17433500316008704
15420,"Burley, ID",2021-08-01,2021,825,471506,Idaho,Mountain,0.17497126229570778
15420,"Burley, ID",2021-09-01,2021,823,471506,Idaho,Mountain,0.1745470895386273
15420,"Burley, ID",2021-10-01,2021,831,471506,Idaho,Mountain,0.1762437805669493
15420,"Burley, ID",2021-11-01,2021,857,471506,Idaho,Mountain,0.18175802640899585
15420,"Burley, ID",2021-12-01,2021,856,471506,Idaho,Mountain,0.1815459400304556
15420,"Burley, ID",2022-01-01,2022,860,471506,Idaho,Mountain,0.18239428554461662
15420,"Burley, ID",2022-02-01,2022,865,471506,Idaho,Mountain,0.18345471743731787
15420,"Burley, ID",2022-03-01,2022,855,471506,Idaho,Mountain,0.18133385365191537
15420,"Burley, ID",2022-04-01,2022,843,471506,Idaho,Mountain,0.1787888171094323
15420,"Burley, ID",2022-05-01,2022,843,471506,Idaho,Mountain,0.1787888171094323
15420,"Burley, ID",2022-06-01,2022,873,471506,Idaho,Mountain,0.1851514084656399
15420,"Burley, ID",2022-07-01,2022,875,471506,Idaho,Mountain,0.1855755812227204
15420,"Burley, ID",2022-08-01,2022,867,471506,Idaho,Mountain,0.18387889019439838
15420,"Burley, ID",2022-09-01,2022,865,471506,Idaho,Mountain,0.18345471743731787
15420,"Burley, ID",2022-10-01,2022,861,471506,Idaho,Mountain,0.18260637192315685
15460,"Burlington, IA-IL",2019-08-01,2019,943,482776,Iowa,West North Central,0.195328682453146
15460,"Burlington, IA-IL",2019-09-01,2019,935,482776,Iowa,West North Central,0.1936715992509984
15460,"Burlington, IA-IL",2019-10-01,2019,937,482776,Iowa,West North Central,0.1940858700515353
15460,"Burlington, IA-IL",2019-11-01,2019,936,482776,Iowa,West North Central,0.19387873465126684
15460,"Burlington, IA-IL",2019-12-01,2019,936,482776,Iowa,West North Central,0.19387873465126684
15460,"Burlington, IA-IL",2020-01-01,2020,943,556325,Iowa,West North Central,0.16950523524917988
15460,"Burlington, IA-IL",2020-02-01,2020,915,556325,Iowa,West North Central,0.16447220599469736
15460,"Burlington, IA-IL",2020-03-01,2020,917,556325,Iowa,West North Central,0.16483170808430325
15460,"Burlington, IA-IL",2020-04-01,2020,929,556325,Iowa,West North Central,0.16698872062193862
15460,"Burlington, IA-IL",2020-05-01,2020,935,556325,Iowa,West North Central,0.16806722689075632
15460,"Burlington, IA-IL",2020-06-01,2020,939,556325,Iowa,West North Central,0.1687862310699681
15460,"Burlington, IA-IL",2020-07-01,2020,932,556325,Iowa,West North Central,0.16752797375634745
15460,"Burlington, IA-IL",2020-08-01,2020,936,556325,Iowa,West North Central,0.16824697793555923
15460,"Burlington, IA-IL",2020-09-01,2020,945,556325,Iowa,West North Central,0.1698647373387858
15460,"Burlington, IA-IL",2020-10-01,2020,936,556325,Iowa,West North Central,0.16824697793555923
15460,"Burlington, IA-IL",2020-11-01,2020,931,556325,Iowa,West North Central,0.1673482227115445
15460,"Burlington, IA-IL",2020-12-01,2020,931,556325,Iowa,West North Central,0.1673482227115445
15460,"Burlington, IA-IL",2021-01-01,2021,923,618709,Iowa,West North Central,0.14918160233647806
15460,"Burlington, IA-IL",2021-02-01,2021,919,618709,Iowa,West North Central,0.1485350948507295
15460,"Burlington, IA-IL",2021-03-01,2021,954,618709,Iowa,West North Central,0.15419203535102932
15460,"Burlington, IA-IL",2021-04-01,2021,953,618709,Iowa,West North Central,0.15403040847959218
15460,"Burlington, IA-IL",2021-05-01,2021,949,618709,Iowa,West North Central,0.15338390099384364
15460,"Burlington, IA-IL",2021-06-01,2021,940,618709,Iowa,West North Central,0.15192925915090938
15460,"Burlington, IA-IL",2021-07-01,2021,940,618709,Iowa,West North Central,0.15192925915090938
15460,"Burlington, IA-IL",2021-08-01,2021,942,618709,Iowa,West North Central,0.15225251289378366
15460,"Burlington, IA-IL",2021-09-01,2021,938,618709,Iowa,West North Central,0.15160600540803512
15460,"Burlington, IA-IL",2021-10-01,2021,945,618709,Iowa,West North Central,0.1527373935080951
15460,"Burlington, IA-IL",2021-11-01,2021,955,618709,Iowa,West North Central,0.15435366222246646
15460,"Burlington, IA-IL",2021-12-01,2021,957,618709,Iowa,West North Central,0.15467691596534075
15460,"Burlington, IA-IL",2022-01-01,2022,957,618709,Iowa,West North Central,0.15467691596534075
15460,"Burlington, IA-IL",2022-02-01,2022,953,618709,Iowa,West North Central,0.15403040847959218
15460,"Burlington, IA-IL",2022-03-01,2022,956,618709,Iowa,West North Central,0.1545152890939036
15460,"Burlington, IA-IL",2022-04-01,2022,959,618709,Iowa,West North Central,0.155000169708215
15460,"Burlington, IA-IL",2022-05-01,2022,956,618709,Iowa,West North Central,0.1545152890939036
15460,"Burlington, IA-IL",2022-06-01,2022,956,618709,Iowa,West North Central,0.1545152890939036
15460,"Burlington, IA-IL",2022-07-01,2022,980,618709,Iowa,West North Central,0.1583943340083949
15460,"Burlington, IA-IL",2022-08-01,2022,992,618709,Iowa,West North Central,0.16033385646564055
15460,"Burlington, IA-IL",2022-09-01,2022,989,618709,Iowa,West North Central,0.15984897585132915
15460,"Burlington, IA-IL",2022-10-01,2022,998,618709,Iowa,West North Central,0.16130361769426338
15500,"Burlington, NC",2019-08-01,2019,5150,169590,North Carolina,South Atlantic,3.0367356565835246
15500,"Burlington, NC",2019-09-01,2019,5277,169590,North Carolina,South Atlantic,3.111622147532284
15500,"Burlington, NC",2019-10-01,2019,5280,169590,North Carolina,South Atlantic,3.1133911197594197
15500,"Burlington, NC",2019-11-01,2019,5356,169590,North Carolina,South Atlantic,3.1582050828468664
15500,"Burlington, NC",2019-12-01,2019,5364,169590,North Carolina,South Atlantic,3.162922342119229
15500,"Burlington, NC",2020-01-01,2020,5398,171842,North Carolina,South Atlantic,3.1412576669265952
15500,"Burlington, NC",2020-02-01,2020,5324,171842,North Carolina,South Atlantic,3.098194853411855
15500,"Burlington, NC",2020-03-01,2020,5343,171842,North Carolina,South Atlantic,3.109251521746721
15500,"Burlington, NC",2020-04-01,2020,5428,171842,North Carolina,South Atlantic,3.158715564297436
15500,"Burlington, NC",2020-05-01,2020,5386,171842,North Carolina,South Atlantic,3.134274507978259
15500,"Burlington, NC",2020-06-01,2020,5423,171842,North Carolina,South Atlantic,3.1558059147356294
15500,"Burlington, NC",2020-07-01,2020,5459,171842,North Carolina,South Atlantic,3.176755391580638
15500,"Burlington, NC",2020-08-01,2020,5471,171842,North Carolina,South Atlantic,3.1837385505289744
15500,"Burlington, NC",2020-09-01,2020,5477,171842,North Carolina,South Atlantic,3.187230130003142
15500,"Burlington, NC",2020-10-01,2020,5444,171842,North Carolina,South Atlantic,3.168026442895218
15500,"Burlington, NC",2020-11-01,2020,5460,171842,North Carolina,South Atlantic,3.177337321492999
15500,"Burlington, NC",2020-12-01,2020,5458,171842,North Carolina,South Atlantic,3.176173461668277
15500,"Burlington, NC",2021-01-01,2021,5422,173877,North Carolina,South Atlantic,3.1182962669013152
15500,"Burlington, NC",2021-02-01,2021,5505,173877,North Carolina,South Atlantic,3.1660311599579014
15500,"Burlington, NC",2021-03-01,2021,5542,173877,North Carolina,South Atlantic,3.187310570115656
15500,"Burlington, NC",2021-04-01,2021,5583,173877,North Carolina,South Atlantic,3.210890457047223
15500,"Burlington, NC",2021-05-01,2021,5555,173877,North Carolina,South Atlantic,3.1947871196305435
15500,"Burlington, NC",2021-06-01,2021,5546,173877,North Carolina,South Atlantic,3.1896110468894676
15500,"Burlington, NC",2021-07-01,2021,5566,173877,North Carolina,South Atlantic,3.2011134307585247
15500,"Burlington, NC",2021-08-01,2021,5579,173877,North Carolina,South Atlantic,3.2085899802734117
15500,"Burlington, NC",2021-09-01,2021,5584,173877,North Carolina,South Atlantic,3.211465576240676
15500,"Burlington, NC",2021-10-01,2021,5582,173877,North Carolina,South Atlantic,3.2103153378537703
15500,"Burlington, NC",2021-11-01,2021,5623,173877,North Carolina,South Atlantic,3.2338952247853365
15500,"Burlington, NC",2021-12-01,2021,5651,173877,North Carolina,South Atlantic,3.2499985622020167
15500,"Burlington, NC",2022-01-01,2022,5676,173877,North Carolina,South Atlantic,3.2643765420383373
15500,"Burlington, NC",2022-02-01,2022,5685,173877,North Carolina,South Atlantic,3.269552614779413
15500,"Burlington, NC",2022-03-01,2022,5750,173877,North Carolina,South Atlantic,3.306935362353848
15500,"Burlington, NC",2022-04-01,2022,5778,173877,North Carolina,South Atlantic,3.3230386997705272
15500,"Burlington, NC",2022-05-01,2022,5767,173877,North Carolina,South Atlantic,3.316712388642546
15500,"Burlington, NC",2022-06-01,2022,5817,173877,North Carolina,South Atlantic,3.3454683483151886
